"","miR200","OVOL2","ZEB"
"OVOL2",0.12414151468104,-0.0238463912817501,-0.0911253624112439
"miR200",0.12414151468104,0.0723289404317155,-0.0550837965740264
"ZEB",-0.12414151468104,-0.0436493777740199,-0.0246069557304636
