"","ZEB","SNAIL","OVOL2","miR200"
"ZEB",-0.076786103361521,0,-0.0380110290633395,-0.0380110290633395
"SNAIL",-0.1,0,0.0768158387168585,-0.0231841612831415
"OVOL2",-0.076786103361521,0,-0.0380110290633395,-0.0380110290633395
"miR200",0.0231841612831415,0,-0.0384315505099333,-0.0384315505099333
