"","ZEB","SNAIL","OVOL2","miR200"
"ZEB",-0.0640345081126532,0,0.0407745095233169,-0.0968800931099335
"SNAIL",-0.0374677637904774,0,-0.0462777647888338,-0.0314159825207099
"OVOL2",-0.0451180859306714,0,-0.0746179696240715,-0.0407745095233169
"miR200",-0.0314159825207099,0,-0.0432135339135608,0.100917098997234
