states,Avg0,SD0,frust0
'1000000000000111110010',0.03646666666666667,0.0014290634073483995,0.08536585365853659
'1000000000000111111010',0.06676666666666668,0.0032785498149164828,0.06097560975609756
'1000000000000111111111',0.0926,0.0010614455552060446,0.024390243902439025
'0111111111111000001000',0.0577,0.0020607442021431644,0.04878048780487805
'0111111111111000000100',0.07206666666666667,0.0032013885876114594,0.06097560975609756
'0111111111111000000000',0.08973333333333333,0.0030663043264200374,0.024390243902439025
'0111111111111000000001',0.08836666666666666,0.0008956685895029598,0.024390243902439025
'0111111111111000001101',0.0353,0.00016329931618554421,0.08536585365853659
'0111111111111000001001',0.05206666666666667,0.0018263503375736969,0.04878048780487805
'1000000000000111111110',0.0851,0.0020607442021431666,0.024390243902439025
'1000000000000111111011',0.07186666666666666,0.0003299831645537256,0.06097560975609756
'1000000000000111110110',0.0524,0.001525341491819674,0.04878048780487805
'0111111111111000000101',0.0657,0.0022553639765382993,0.06097560975609756
'1000000000000111110111',0.05883333333333333,0.0013912424503139472,0.04878048780487805
'0111111111111000001100',0.036566666666666664,0.0016213848676020414,0.08536585365853659
'1000000000000111110011',0.03833333333333333,0.0010842303978193745,0.08536585365853659
'0101111011100011111011',,,0.3048780487804878
'1110000100011100000100',,,0.3048780487804878
'0110110111111100000100',,,0.15853658536585366
'0001011001101011001010',,,0.4146341463414634
