"Network","JSD"
"rand_1",0.241927476863888
"rand_10",0.0717223515308507
"rand_100",0.0305341791221126
"rand_11",0.0347961315175769
"rand_12",0.0885629032531604
"rand_13",0.0287398916392689
"rand_14",0.110344997039769
"rand_15",0.0313110953838042
"rand_16",0.0654341217871113
"rand_17",0.0288002865048917
"rand_18",0.0272311099448664
"rand_19",0.0319453194116472
"rand_2",0.107377406670687
"rand_20",0.0763481541028222
"rand_21",0.07737277647788
"rand_22",0.039173659563231
"rand_23",0.0786388683400838
"rand_24",0.100714903701617
"rand_25",0.138668410656796
"rand_26",0.107102712354684
"rand_27",0.219912553157885
"rand_28",0.0756247032711257
"rand_29",0.0331627845669531
"rand_3",0.0757219049253533
"rand_30",0.0361112283369226
"rand_31",0.0693512866217517
"rand_32",0.202165075326704
"rand_33",0.04196853169929
"rand_34",0.0154572081727397
"rand_35",0.0867587645457759
"rand_36",0.123875759692657
"rand_37",0.0329837337782708
"rand_38",0.036018116683856
"rand_39",0.150023884532838
"rand_4",0.0643598964951501
"rand_40",0.0265834381237789
"rand_41",0.033792985129335
"rand_42",0.129704642570299
"rand_43",0.0742298948542048
"rand_44",0.15474277413593
"rand_45",0.040622911358875
"rand_46",0.149608394785954
"rand_47",0.0339004140269604
"rand_48",0.0584577583755201
"rand_49",0.0286610373618106
"rand_5",0.0321081894617907
"rand_50",0.120193857591668
"rand_51",0.177257110379472
"rand_52",0.103370021390951
"rand_53",0.108230919793122
"rand_54",0.077368720057873
"rand_55",0.0308486805755021
"rand_56",0.0318827125829645
"rand_57",0.159033322207923
"rand_58",0.0194599645020485
"rand_59",0.0654036545558643
"rand_6",0.0622517939462122
"rand_60",0.071558323697471
"rand_61",0.0714648809136942
"rand_62",0.0351449754318023
"rand_63",0.0284986240531196
"rand_64",0.0309118393319434
"rand_65",0.0630776276599841
"rand_66",0.0412995925364187
"rand_67",0.145681391313244
"rand_68",0.106855031751981
"rand_69",0.0648517928443162
"rand_7",0.0714106867739173
"rand_70",0.0766327274848814
"rand_71",0.0675766365752805
"rand_72",0.0298962457690456
"rand_73",0.048619302669009
"rand_74",0.088538976090641
"rand_75",0.0230622962264553
"rand_76",0.0198948668955726
"rand_77",0.0751318094013384
"rand_78",0.070049226052839
"rand_79",0.093307363597087
"rand_8",0.0286711513791445
"rand_80",0.0287652508229288
"rand_81",0.15812875835806
"rand_82",0.0300793987405419
"rand_83",0.0383605958484394
"rand_84",0.0305617251617868
"rand_85",0.0362444491834853
"rand_86",0.0304188637634962
"rand_87",0.0529883724866916
"rand_88",0.0943641424262613
"rand_89",0.0363026405898895
"rand_9",0.0321052452836281
"rand_90",0.28379292260567
"rand_91",0.0284950912099103
"rand_92",0.0324598688708553
"rand_93",0.032982850497608
"rand_94",0.0292896564633931
"rand_95",0.0329206884584142
"rand_96",0.0301144950456554
"rand_97",0.036971215939231
"rand_98",0.0315242263627647
"rand_99",0.0536705154134536
