"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.433659277615596,1,-0.357413255295399,-1,0.433659277615596,0.221333782352366
"OCT4",-0.433659277615596,1,-0.433659277615596,0.036816076506664,0.433659277615596,-1,0.345006199762039
"OVOL2",1,-0.433659277615596,1,-0.357413255295399,-1,0.433659277615596,0.221333782352366
"SNAIL",-0.357413255295399,0.036816076506664,-0.357413255295399,1,0.357413255295399,-0.036816076506664,-0.618174805384937
"ZEB",-1,0.433659277615596,-1,0.357413255295399,1,-0.433659277615596,-0.221333782352366
"miR145",0.433659277615596,-1,0.433659277615596,-0.036816076506664,-0.433659277615596,1,-0.345006199762039
"miR200",0.221333782352366,0.345006199762039,0.221333782352366,-0.618174805384937,-0.221333782352366,-0.345006199762039,1
