"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.328469221932723,1,-0.109352688229019,-1,0.328469221932723,0.0795350686511429
"OCT4",-0.328469221932723,1,-0.328469221932723,0.0173098471570058,0.328469221932723,-1,0.372684859303137
"OVOL2",1,-0.328469221932723,1,-0.109352688229019,-1,0.328469221932723,0.0795350686511429
"SNAIL",-0.109352688229019,0.0173098471570058,-0.109352688229019,1,0.109352688229019,-0.0173098471570058,-0.610004640249943
"ZEB",-1,0.328469221932723,-1,0.109352688229019,1,-0.328469221932723,-0.0795350686511429
"miR145",0.328469221932723,-1,0.328469221932723,-0.0173098471570058,-0.328469221932723,1,-0.372684859303137
"miR200",0.0795350686511429,0.372684859303137,0.0795350686511429,-0.610004640249943,-0.0795350686511429,-0.372684859303137,1
