"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.343734399906015,1,-0.133658747958171,-1,0.343734399906015,-0.613439446591562
"OCT4",-0.343734399906015,1,-0.343734399906015,0.0168086778702661,0.343734399906015,-1,0.730293081656393
"OVOL2",1,-0.343734399906015,1,-0.133658747958171,-1,0.343734399906015,-0.613439446591562
"SNAIL",-0.133658747958171,0.0168086778702661,-0.133658747958171,1,0.133658747958171,-0.0168086778702661,-0.252898508497685
"ZEB",-1,0.343734399906015,-1,0.133658747958171,1,-0.343734399906015,0.613439446591562
"miR145",0.343734399906015,-1,0.343734399906015,-0.0168086778702661,-0.343734399906015,1,-0.730293081656393
"miR200",-0.613439446591562,0.730293081656393,-0.613439446591562,-0.252898508497685,0.613439446591562,-0.730293081656393,1
