"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,0.137997971076072,1,-0.136996070660182,-1,-0.137997971076072,0.26869096033528
"OCT4",0.137997971076072,1,0.137997971076072,-0.0239161647231181,-0.137997971076072,-1,0.455815753975825
"OVOL2",1,0.137997971076072,1,-0.136996070660182,-1,-0.137997971076072,0.26869096033528
"SNAIL",-0.136996070660182,-0.0239161647231181,-0.136996070660182,1,0.136996070660182,0.0239161647231182,-0.568099496214949
"ZEB",-1,-0.137997971076072,-1,0.136996070660182,1,0.137997971076072,-0.26869096033528
"miR145",-0.137997971076072,-1,-0.137997971076072,0.0239161647231182,0.137997971076072,1,-0.455815753975825
"miR200",0.26869096033528,0.455815753975825,0.26869096033528,-0.568099496214949,-0.26869096033528,-0.455815753975825,1
