"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.342733104574632,1,-0.115647880485507,-1,0.342733104574632,0.115647880485507
"OCT4",-0.342733104574632,1,-0.342733104574632,0.0170085538569068,0.342733104574632,-1,-0.0170085538569068
"OVOL2",1,-0.342733104574632,1,-0.115647880485507,-1,0.342733104574632,0.115647880485507
"SNAIL",-0.115647880485507,0.0170085538569068,-0.115647880485507,1,0.115647880485507,-0.0170085538569068,-1
"ZEB",-1,0.342733104574632,-1,0.115647880485507,1,-0.342733104574632,-0.115647880485507
"miR145",0.342733104574632,-1,0.342733104574632,-0.0170085538569068,-0.342733104574632,1,0.0170085538569068
"miR200",0.115647880485507,-0.0170085538569068,0.115647880485507,-1,-0.115647880485507,0.0170085538569068,1
