"posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency","Net"
3,1.66666666666667,13,4.33333333333333,4,"GRHL2-ZEB_2-0"
3,1.66666666666667,13,4.33333333333333,4,"GRHL2-ZEB_2-1"
3,1.66666666666667,9,3.33333333333333,4,"miR145-OCT4_2-0"
7,2.66666666666667,9,3.33333333333333,4,"miR145-OCT4_2-1"
3,1.66666666666667,9,3.33333333333333,4,"miR145-ZEB_2-0"
7,2.66666666666667,9,3.33333333333333,4,"miR145-ZEB_2-1"
2,1.33333333333333,7,2.66666666666667,2,"miR200-ZEB_2-0"
8,3,8,3,3,"miR200-ZEB_2-1"
3,1.66666666666667,9,3.33333333333333,4,"OCT4-miR145_2-0"
7,2.66666666666667,9,3.33333333333333,4,"OCT4-miR145_2-1"
3,1.66666666666667,5,2.33333333333333,2,"OCT4-miR200_1-0"
11,3.66666666666667,5,2.33333333333333,2,"OCT4-miR200_2-1"
3,1.66666666666667,9,3,2,"OVOL2-miR200_2-0"
7,3,9,3,2,"OVOL2-miR200_2-1"
3,1.66666666666667,12,3.33333333333333,3,"OVOL2-OVOL2_2-0"
4,2.66666666666667,12,3.33333333333333,3,"OVOL2-OVOL2_2-1"
3,1.66666666666667,11,3.66666666666667,4,"OVOL2-ZEB_2-0"
5,2.33333333333333,11,3.66666666666667,4,"OVOL2-ZEB_2-1"
1,1,13,4.33333333333333,4,"SNAIL-miR200_2-0"
1,1,15,5,4,"SNAIL-miR200_2-1"
1,1,13,4.33333333333333,4,"SNAIL-ZEB_1-0"
1,1,15,5,4,"SNAIL-ZEB_1-2"
3,1.66666666666667,13,4.33333333333333,4,"wild"
3,1.66666666666667,13,4.33333333333333,4,"ZEB-GRHL2_2-0"
3,1.66666666666667,13,4.33333333333333,4,"ZEB-GRHL2_2-1"
3,1.66666666666667,9,3.33333333333333,4,"ZEB-miR145_2-0"
7,2.66666666666667,9,3.33333333333333,4,"ZEB-miR145_2-1"
2,1.33333333333333,7,2.66666666666667,2,"ZEB-miR200_2-0"
8,3,8,3,3,"ZEB-miR200_2-1"
3,1.66666666666667,11,3.66666666666667,4,"ZEB-OVOL2_2-0"
5,2.33333333333333,11,3.66666666666667,4,"ZEB-OVOL2_2-1"
2,0.666666666666667,13,4.33333333333333,4,"ZEB-ZEB_1-0"
2,0.666666666666667,14,5.33333333333333,5,"ZEB-ZEB_1-2"
