"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.375828420103733,1,-0.0196070747601592,-1,0.375828420103733,0.0184027916765158
"OCT4",-0.375828420103733,1,-0.375828420103733,0.00580413076104821,0.375828420103733,-1,0.386832527105781
"OVOL2",1,-0.375828420103733,1,-0.0196070747601592,-1,0.375828420103733,0.0184027916765158
"SNAIL",-0.0196070747601592,0.00580413076104821,-0.0196070747601592,1,0.0196070747601592,-0.00580413076104821,-0.607363095353925
"ZEB",-1,0.375828420103733,-1,0.0196070747601592,1,-0.375828420103733,-0.0184027916765159
"miR145",0.375828420103733,-1,0.375828420103733,-0.00580413076104821,-0.375828420103733,1,-0.386832527105781
"miR200",0.0184027916765158,0.386832527105781,0.0184027916765158,-0.607363095353925,-0.0184027916765159,-0.386832527105781,1
