"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.327930371903725,1,-0.104642317804026,-1,0.327930371903725,0.0748314439326608
"OCT4",-0.327930371903725,1,-0.327930371903725,0.0168072165298459,0.327930371903725,-1,0.373948534708523
"OVOL2",1,-0.327930371903725,1,-0.104642317804026,-1,0.327930371903725,0.0748314439326608
"SNAIL",-0.104642317804026,0.0168072165298459,-0.104642317804026,1,0.104642317804026,-0.0168072165298459,-0.609243783346329
"ZEB",-1,0.327930371903725,-1,0.104642317804026,1,-0.327930371903725,-0.0748314439326607
"miR145",0.327930371903725,-1,0.327930371903725,-0.0168072165298459,-0.327930371903725,1,-0.373948534708523
"miR200",0.0748314439326608,0.373948534708523,0.0748314439326608,-0.609243783346329,-0.0748314439326607,-0.373948534708523,1
