"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.349342278533912,1,-0.142656379256618,-1,0.349342278533912,-0.767107442112458
"OCT4",-0.349342278533912,1,-0.349342278533912,0.0222103678287365,0.349342278533912,-1,0.582233488497107
"OVOL2",1,-0.349342278533912,1,-0.142656379256618,-1,0.349342278533912,-0.767107442112458
"SNAIL",-0.142656379256618,0.0222103678287365,-0.142656379256618,1,0.142656379256618,-0.0222103678287365,-0.0902359650144894
"ZEB",-1,0.349342278533912,-1,0.142656379256618,1,-0.349342278533912,0.767107442112458
"miR145",0.349342278533912,-1,0.349342278533912,-0.0222103678287365,-0.349342278533912,1,-0.582233488497106
"miR200",-0.767107442112458,0.582233488497107,-0.767107442112458,-0.0902359650144894,0.767107442112458,-0.582233488497106,1
