"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.432373650186246,1,-0.356342601207824,-1,0.432373650186246,0.222289133584064
"OCT4",-0.432373650186246,1,-0.432373650186246,0.0352152299369632,0.432373650186246,-1,0.345336511830624
"OVOL2",1,-0.432373650186246,1,-0.356342601207824,-1,0.432373650186246,0.222289133584064
"SNAIL",-0.356342601207824,0.0352152299369632,-0.356342601207824,1,0.356342601207824,-0.0352152299369632,-0.619447657573915
"ZEB",-1,0.432373650186246,-1,0.356342601207824,1,-0.432373650186246,-0.222289133584064
"miR145",0.432373650186246,-1,0.432373650186246,-0.0352152299369632,-0.432373650186246,1,-0.345336511830624
"miR200",0.222289133584064,0.345336511830624,0.222289133584064,-0.619447657573915,-0.222289133584064,-0.345336511830624,1
