"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.347411934343102,0.115401102134101,-0.136821370621754,-1,0.347411934343102,0.351419422140241
"OCT4",-0.347411934343102,1,-0.016509430182424,0.0163114922303726,0.347411934343102,-1,0.144227315697696
"OVOL2",0.115401102134101,-0.016509430182424,1,0.00111177404541056,-0.115401102134101,0.016509430182424,-0.359017489402541
"SNAIL",-0.136821370621754,0.0163114922303726,0.00111177404541056,1,0.136821370621754,-0.0163114922303726,-0.476337209609913
"ZEB",-1,0.347411934343102,-0.115401102134101,0.136821370621754,1,-0.347411934343102,-0.351419422140241
"miR145",0.347411934343102,-1,0.016509430182424,-0.0163114922303726,-0.347411934343102,1,-0.144227315697696
"miR200",0.351419422140241,0.144227315697696,-0.359017489402541,-0.476337209609913,-0.351419422140241,-0.144227315697696,1
