"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.327266229127054,1,-0.117358393502912,-1,0.327266229127054,0.712656369482253
"OCT4",-0.327266229127054,1,-0.327266229127054,0.0153081222056871,0.327266229127054,-1,-0.0399207606814621
"OVOL2",1,-0.327266229127054,1,-0.117358393502912,-1,0.327266229127054,0.712656369482253
"SNAIL",-0.117358393502912,0.0153081222056871,-0.117358393502912,1,0.117358393502912,-0.0153081222056871,-0.404702269893713
"ZEB",-1,0.327266229127054,-1,0.117358393502912,1,-0.327266229127054,-0.712656369482253
"miR145",0.327266229127054,-1,0.327266229127054,-0.0153081222056871,-0.327266229127054,1,0.0399207606814621
"miR200",0.712656369482253,-0.0399207606814621,0.712656369482253,-0.404702269893713,-0.712656369482253,0.0399207606814621,1
