"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.314125403147599,1,-0.10904415239693,-1,0.314125403147599,0.405762506235494
"OCT4",-0.314125403147599,1,-0.314125403147599,0.016607131351506,0.314125403147599,-1,0.280111980789114
"OVOL2",1,-0.314125403147599,1,-0.10904415239693,-1,0.314125403147599,0.405762506235494
"SNAIL",-0.10904415239693,0.016607131351506,-0.10904415239693,1,0.10904415239693,-0.016607131351506,-0.703281391704046
"ZEB",-1,0.314125403147599,-1,0.10904415239693,1,-0.314125403147599,-0.405762506235494
"miR145",0.314125403147599,-1,0.314125403147599,-0.016607131351506,-0.314125403147599,1,-0.280111980789114
"miR200",0.405762506235494,0.280111980789114,0.405762506235494,-0.703281391704046,-0.405762506235494,-0.280111980789114,1
