"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-1,1,-0.10832701182922,-1,1,-0.102537776837264
"OCT4",-1,1,-1,0.10832701182922,1,-1,0.102537776837264
"OVOL2",1,-1,1,-0.10832701182922,-1,1,-0.102537776837264
"SNAIL",-0.10832701182922,0.10832701182922,-0.10832701182922,1,0.10832701182922,-0.10832701182922,-0.789134443317979
"ZEB",-1,1,-1,0.10832701182922,1,-1,0.102537776837264
"miR145",1,-1,1,-0.10832701182922,-1,1,-0.102537776837264
"miR200",-0.102537776837264,0.102537776837264,-0.102537776837264,-0.789134443317979,0.102537776837264,-0.102537776837264,1
