"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.454127319796349,1,-0.266033394820919,-1,0.454127319796349,0.182391187413529
"OCT4",-0.454127319796349,1,-0.454127319796349,0.0263105041736097,0.454127319796349,-1,0.363482180269706
"OVOL2",1,-0.454127319796349,1,-0.266033394820919,-1,0.454127319796349,0.182391187413529
"SNAIL",-0.266033394820919,0.0263105041736097,-0.266033394820919,1,0.266033394820919,-0.0263105041736097,-0.610206242247961
"ZEB",-1,0.454127319796349,-1,0.266033394820919,1,-0.454127319796349,-0.182391187413529
"miR145",0.454127319796349,-1,0.454127319796349,-0.0263105041736097,-0.454127319796349,1,-0.363482180269706
"miR200",0.182391187413529,0.363482180269706,0.182391187413529,-0.610206242247961,-0.182391187413529,-0.363482180269706,1
