"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.320726826462363,1,0.0915642225864906,-1,0.320726826462363,-0.0447315471082833
"OCT4",-0.320726826462363,1,-0.320726826462363,-0.0179095014757483,0.320726826462363,-1,0.41818994671481
"OVOL2",1,-0.320726826462363,1,0.0915642225864906,-1,0.320726826462363,-0.0447315471082833
"SNAIL",0.0915642225864906,-0.0179095014757483,0.0915642225864906,1,-0.0915642225864906,0.0179095014757483,-0.599719382754542
"ZEB",-1,0.320726826462363,-1,-0.0915642225864906,1,-0.320726826462363,0.0447315471082833
"miR145",0.320726826462363,-1,0.320726826462363,0.0179095014757483,-0.320726826462363,1,-0.41818994671481
"miR200",-0.0447315471082833,0.41818994671481,-0.0447315471082833,-0.599719382754542,0.0447315471082833,-0.41818994671481,1
