"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.358288177018867,1,-0.123093270559847,-1,0.358288177018867,-0.0372390335737487
"OCT4",-0.358288177018867,1,-0.358288177018867,0.01381231412325,0.358288177018867,-1,0.376302956630942
"OVOL2",1,-0.358288177018867,1,-0.123093270559847,-1,0.358288177018867,-0.0372390335737487
"SNAIL",-0.123093270559847,0.01381231412325,-0.123093270559847,1,0.123093270559847,-0.0138123141232499,-0.609883351190676
"ZEB",-1,0.358288177018867,-1,0.123093270559847,1,-0.358288177018867,0.0372390335737487
"miR145",0.358288177018867,-1,0.358288177018867,-0.0138123141232499,-0.358288177018867,1,-0.376302956630942
"miR200",-0.0372390335737487,0.376302956630942,-0.0372390335737487,-0.609883351190676,0.0372390335737487,-0.376302956630942,1
