,states,coherence
0,'0100101',0.49
1,'0001110',0.4257142857142857
2,'1110001',0.43714285714285717
3,'1011010',0.5114285714285715
4,'1010011',0.42857142857142855
5,'0101100',0.44142857142857145
6,'1111000',0.15857142857142856
7,'0000111',0.14857142857142858
8,'1100001',0.35714285714285715
9,'1111001',0.18857142857142858
10,'1101001',0.19285714285714287
11,'0110101',0.2042857142857143
12,'0010110',0.20857142857142857
13,'1001010',0.18428571428571427
14,'0000110',0.18571428571428572
15,'1010010',0.34285714285714286
16,'0011110',0.3557142857142857
17,'0101101',0.35
18,'1001011',0.3657142857142857
19,'0111100',0.5685714285714286
20,'1000011',0.5628571428571428
21,'0110100',0.34714285714285714
