"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.324729087482827,1,-0.091235228613403,-1,0.324729087482827,-0.324729087482827
"OCT4",-0.324729087482827,1,-0.324729087482827,0.0142040250942746,0.324729087482827,-1,1
"OVOL2",1,-0.324729087482827,1,-0.091235228613403,-1,0.324729087482827,-0.324729087482827
"SNAIL",-0.091235228613403,0.0142040250942746,-0.091235228613403,1,0.091235228613403,-0.0142040250942746,0.0142040250942746
"ZEB",-1,0.324729087482827,-1,0.091235228613403,1,-0.324729087482827,0.324729087482827
"miR145",0.324729087482827,-1,0.324729087482827,-0.0142040250942746,-0.324729087482827,1,-1
"miR200",-0.324729087482827,1,-0.324729087482827,0.0142040250942746,0.324729087482827,-1,1
