"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.19727839741156,1,-0.222289507184182,-1,0.19727839741156,0.209289330880896
"OCT4",-0.19727839741156,1,-0.19727839741156,0.0302125803365468,0.19727839741156,-1,0.37174889714316
"OVOL2",1,-0.19727839741156,1,-0.222289507184182,-1,0.19727839741156,0.209289330880896
"SNAIL",-0.222289507184182,0.0302125803365468,-0.222289507184182,1,0.222289507184182,-0.0302125803365468,-0.598042475019031
"ZEB",-1,0.19727839741156,-1,0.222289507184182,1,-0.19727839741156,-0.209289330880896
"miR145",0.19727839741156,-1,0.19727839741156,-0.0302125803365468,-0.19727839741156,1,-0.37174889714316
"miR200",0.209289330880896,0.37174889714316,0.209289330880896,-0.598042475019031,-0.209289330880896,-0.37174889714316,1
