"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.427196368976751,1,-0.306126821672263,-1,0.427196368976751,0.235071048702356
"OCT4",-0.427196368976751,1,-0.427196368976751,0.0359302878033468,0.427196368976751,-1,0.337734731111815
"OVOL2",1,-0.427196368976751,1,-0.306126821672263,-1,0.427196368976751,0.235071048702356
"SNAIL",-0.306126821672263,0.0359302878033468,-0.306126821672263,1,0.306126821672263,-0.0359302878033468,-0.626337423869524
"ZEB",-1,0.427196368976751,-1,0.306126821672263,1,-0.427196368976751,-0.235071048702356
"miR145",0.427196368976751,-1,0.427196368976751,-0.0359302878033468,-0.427196368976751,1,-0.337734731111815
"miR200",0.235071048702356,0.337734731111815,0.235071048702356,-0.626337423869524,-0.235071048702356,-0.337734731111815,1
