"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,0.44852318875926,-1,0.267432156783447,1,-0.44852318875926,-0.188994950548558
"OCT4",0.44852318875926,1,-0.44852318875926,0.0265085504898247,0.44852318875926,-1,0.362481525982132
"OVOL2",-1,-0.44852318875926,1,-0.267432156783447,-1,0.44852318875926,0.188994950548558
"SNAIL",0.267432156783447,0.0265085504898247,-0.267432156783447,1,0.267432156783447,-0.0265085504898247,-0.611007509525972
"ZEB",1,0.44852318875926,-1,0.267432156783447,1,-0.44852318875926,-0.188994950548558
"miR145",-0.44852318875926,-1,0.44852318875926,-0.0265085504898247,-0.44852318875926,1,-0.362481525982132
"miR200",-0.188994950548558,0.362481525982132,0.188994950548558,-0.611007509525972,-0.188994950548558,-0.362481525982132,1
