,states,coherence
0,'1110001',0.41285714285714287
1,'0100101',0.5
2,'0001110',0.4342857142857143
3,'1001110',0.35285714285714287
4,'1011010',0.5057142857142857
5,'1100101',0.4085714285714286
6,'0011010',0.4042857142857143
7,'0110001',0.3557142857142857
8,'0010011',0.4085714285714286
9,'0101100',0.4542857142857143
10,'1010011',0.45285714285714285
11,'1101100',0.4157142857142857
12,'1111000',0.12714285714285714
13,'0000111',0.10571428571428572
14,'0111001',0.09
15,'0010010',0.22142857142857142
16,'1000110',0.09857142857142857
17,'0101101',0.27714285714285714
18,'0000110',0.19714285714285715
19,'1010010',0.29
20,'1101101',0.22142857142857142
21,'1111001',0.18857142857142858
