"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-1,1,-0.0889272932894516,-1,1,-0.153145217560206
"OCT4",-1,1,-1,0.0889272932894516,1,-1,0.153145217560206
"OVOL2",1,-1,1,-0.0889272932894516,-1,1,-0.153145217560206
"SNAIL",-0.0889272932894516,0.0889272932894516,-0.0889272932894516,1,0.0889272932894516,-0.0889272932894516,-0.757927311438745
"ZEB",-1,1,-1,0.0889272932894516,1,-1,0.153145217560206
"miR145",1,-1,1,-0.0889272932894516,-1,1,-0.153145217560206
"miR200",-0.153145217560206,0.153145217560206,-0.153145217560206,-0.757927311438745,0.153145217560206,-0.153145217560206,1
