"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,1,1,-0.106416256647334,-1,1,0.447092022564095
"OCT4",1,1,1,-0.106416256647334,-1,1,0.447092022564095
"OVOL2",1,1,1,-0.106416256647334,-1,1,0.447092022564095
"SNAIL",-0.106416256647334,-0.106416256647334,-0.106416256647334,1,0.106416256647334,-0.106416256647334,-0.659332005321041
"ZEB",-1,-1,-1,0.106416256647334,1,-1,-0.447092022564095
"miR145",1,1,1,-0.106416256647334,-1,1,0.447092022564095
"miR200",0.447092022564095,0.447092022564095,0.447092022564095,-0.659332005321041,-0.447092022564095,0.447092022564095,1
