"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.377441317436328,-9.97394871915741e-05,-0.19567710488682,-1,0.377441317436328,0.42087946519111
"OCT4",-0.377441317436328,1,-0.000703793556702875,0.0235281963888248,0.377441317436328,-1,0.201679583585551
"OVOL2",-9.97394871915741e-05,-0.000703793556702875,1,0.00610655521906761,9.97394871915741e-05,0.000703793556702875,-0.00470486800963853
"SNAIL",-0.19567710488682,0.0235281963888248,0.00610655521906761,1,0.19567710488682,-0.0235281963888248,-0.774797152729063
"ZEB",-1,0.377441317436328,9.97394871915741e-05,0.19567710488682,1,-0.377441317436328,-0.42087946519111
"miR145",0.377441317436328,-1,0.000703793556702875,-0.0235281963888248,-0.377441317436328,1,-0.201679583585551
"miR200",0.42087946519111,0.201679583585551,-0.00470486800963853,-0.774797152729063,-0.42087946519111,-0.201679583585551,1
