"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.406907723763936,1,-0.272428081822432,-1,0.406907723763936,0.238012125605115
"OCT4",-0.406907723763936,1,-0.406907723763936,0.0267190893390212,0.406907723763936,-1,0.355076112667599
"OVOL2",1,-0.406907723763936,1,-0.272428081822432,-1,0.406907723763936,0.238012125605115
"SNAIL",-0.272428081822432,0.0267190893390212,-0.272428081822432,1,0.272428081822432,-0.0267190893390212,-0.618202621198191
"ZEB",-1,0.406907723763936,-1,0.272428081822432,1,-0.406907723763936,-0.238012125605114
"miR145",0.406907723763936,-1,0.406907723763936,-0.0267190893390212,-0.406907723763936,1,-0.355076112667599
"miR200",0.238012125605115,0.355076112667599,0.238012125605115,-0.618202621198191,-0.238012125605114,-0.355076112667599,1
