"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.0839094195979324,-1,0.0839094195979323
"SNAIL",-0.0839094195979324,1,0.0839094195979323,-1
"ZEB",-1,0.0839094195979323,1,-0.0839094195979323
"miR200",0.0839094195979323,-1,-0.0839094195979323,1
