"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.00450002968653932,-1,1
"SNAIL",-0.00450002968653932,1,0.00450002968653934,-0.00450002968653932
"ZEB",-1,0.00450002968653934,1,-1
"miR200",1,-0.00450002968653932,-1,1
