"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.167913546496134,-1,0.167913546496134
"SNAIL",-0.167913546496134,1,0.167913546496134,-1
"ZEB",-1,0.167913546496134,1,-0.167913546496134
"miR200",0.167913546496134,-1,-0.167913546496134,1
