"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.15797131305087,-1,0.15797131305087
"SNAIL",-0.15797131305087,1,0.15797131305087,-1
"ZEB",-1,0.15797131305087,1,-0.15797131305087
"miR200",0.15797131305087,-1,-0.15797131305087,1
