"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.0814152004723971,-1,0.0814152004723971
"SNAIL",-0.0814152004723971,1,0.0814152004723971,-1
"ZEB",-1,0.0814152004723971,1,-0.0814152004723971
"miR200",0.0814152004723971,-1,-0.0814152004723971,1
