"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.00650070092026823,-0.00650070092026823,-0.335333230486373
"SNAIL",-0.00650070092026823,1,1,-0.00450026815412079
"ZEB",-0.00650070092026823,1,1,-0.00450026815412079
"miR200",-0.335333230486373,-0.00450026815412079,-0.00450026815412079,1
