"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.189321089463176,-1,0.189321089463176
"SNAIL",-0.189321089463176,1,0.189321089463176,-1
"ZEB",-1,0.189321089463176,1,-0.189321089463176
"miR200",0.189321089463176,-1,-0.189321089463176,1
