"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.000703264028477576,-1,0.000703264028477576
"SNAIL",-0.000703264028477576,1,0.000703264028477601,-1
"ZEB",-1,0.000703264028477601,1,-0.000703264028477601
"miR200",0.000703264028477576,-1,-0.000703264028477601,1
