"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.246319585800089,-1,0.246319585800089
"SNAIL",-0.246319585800089,1,0.246319585800089,-1
"ZEB",-1,0.246319585800089,1,-0.246319585800089
"miR200",0.246319585800089,-1,-0.246319585800089,1
