"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.00399864865635606,0.00399864865635606,-0.00399864865635605
"SNAIL",0.00399864865635606,1,1,-1
"ZEB",0.00399864865635606,1,1,-1
"miR200",-0.00399864865635605,-1,-1,1
