"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.0068035880361784,-1,-1
"SNAIL",-0.0068035880361784,1,0.00680358803617838,0.00680358803617838
"ZEB",-1,0.00680358803617838,1,1
"miR200",-1,0.00680358803617838,1,1
