"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.00950046169019672,0.00950046169019672,-0.00950046169019672
"SNAIL",0.00950046169019672,1,1,-1
"ZEB",0.00950046169019672,1,1,-1
"miR200",-0.00950046169019672,-1,-1,1
