"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.105099046005534,-1,0.105099046005534
"SNAIL",-0.105099046005534,1,0.105099046005534,-1
"ZEB",-1,0.105099046005534,1,-0.105099046005534
"miR200",0.105099046005534,-1,-0.105099046005534,1
