"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.00500100660389384,0.00119864154225355,-0.00119864154225355
"SNAIL",0.00500100660389384,1,-0.00360072194511059,0.00360072194511059
"ZEB",0.00119864154225355,-0.00360072194511059,1,-1
"miR200",-0.00119864154225355,0.00360072194511059,-1,1
