"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.333909568212245,-1,1
"SNAIL",-0.333909568212245,1,0.333909568212245,-0.333909568212245
"ZEB",-1,0.333909568212245,1,-1
"miR200",1,-0.333909568212245,-1,1
