"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.00157755074311667,-0.00684131563276352,0.00684131563276352
"SNAIL",0.00157755074311667,1,0.354634081702861,-0.354634081702861
"ZEB",-0.00684131563276352,0.354634081702861,1,-1
"miR200",0.00684131563276352,-0.354634081702861,-1,1
