"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.00609967164570729,-0.00609967164570729,-0.334736831071603
"SNAIL",-0.00609967164570729,1,1,0.0149021547370198
"ZEB",-0.00609967164570729,1,1,0.0149021547370198
"miR200",-0.334736831071603,0.0149021547370198,0.0149021547370198,1
