"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.00811328760388616,0.00288865663949351,-0.00288865663949351
"SNAIL",0.00811328760388616,1,0.0849483665276761,-0.0849483665276761
"ZEB",0.00288865663949351,0.0849483665276761,1,-1
"miR200",-0.00288865663949351,-0.0849483665276761,-1,1
