"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.0895215916076521,-1,-1
"SNAIL",-0.0895215916076521,1,0.0895215916076521,0.0895215916076521
"ZEB",-1,0.0895215916076521,1,1
"miR200",-1,0.0895215916076521,1,1
