"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.00809626795763999,0.00809626795763999,-0.335991189734977
"SNAIL",0.00809626795763999,1,1,0.000117754444402695
"ZEB",0.00809626795763999,1,1,0.000117754444402695
"miR200",-0.335991189734977,0.000117754444402695,0.000117754444402695,1
