"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.0858510021402852,-1,0.0858510021402853
"SNAIL",-0.0858510021402852,1,0.0858510021402853,-1
"ZEB",-1,0.0858510021402853,1,-0.0858510021402852
"miR200",0.0858510021402853,-1,-0.0858510021402852,1
