"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.000200047068610693,0.000200047068610693,-0.000200047068610693
"SNAIL",0.000200047068610693,1,1,-1
"ZEB",0.000200047068610693,1,1,-1
"miR200",-0.000200047068610693,-1,-1,1
