"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.00200922454560032,-0.00200922454560032,0.00200922454560032
"SNAIL",-0.00200922454560032,1,1,-1
"ZEB",-0.00200922454560032,1,1,-1
"miR200",0.00200922454560032,-1,-1,1
