"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.000531924002145504,0.000531924002145504,-0.000531924002145504
"SNAIL",0.000531924002145504,1,1,-1
"ZEB",0.000531924002145504,1,1,-1
"miR200",-0.000531924002145504,-1,-1,1
