"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.249253993569524,-1,0.249253993569524
"SNAIL",-0.249253993569524,1,0.249253993569524,-1
"ZEB",-1,0.249253993569524,1,-0.249253993569524
"miR200",0.249253993569524,-1,-0.249253993569524,1
