"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.176638043935466,-1,0.176638043935466
"SNAIL",-0.176638043935466,1,0.176638043935466,-1
"ZEB",-1,0.176638043935466,1,-0.176638043935466
"miR200",0.176638043935466,-1,-0.176638043935466,1
