"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.328473223186577,-1,1
"SNAIL",-0.328473223186577,1,0.328473223186577,-0.328473223186577
"ZEB",-1,0.328473223186577,1,-1
"miR200",1,-0.328473223186577,-1,1
