"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.250524646903605,-1,0.250524646903605
"SNAIL",-0.250524646903605,1,0.250524646903605,-1
"ZEB",-1,0.250524646903605,1,-0.250524646903605
"miR200",0.250524646903605,-1,-0.250524646903605,1
