"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.158498609635127,-1,-1
"SNAIL",-0.158498609635127,1,0.158498609635127,0.158498609635127
"ZEB",-1,0.158498609635127,1,1
"miR200",-1,0.158498609635127,1,1
