"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-0.00129082683640739,-0.00129082683640739,-0.341414494113817
"SNAIL",-0.00129082683640739,1,1,0.00211088797940993
"ZEB",-0.00129082683640739,1,1,0.00211088797940993
"miR200",-0.341414494113817,0.00211088797940993,0.00211088797940993,1
