"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,-1,-1,0.497379275362349
"SNAIL",-1,1,1,-0.497379275362349
"ZEB",-1,1,1,-0.497379275362349
"miR200",0.497379275362349,-0.497379275362349,-0.497379275362349,1
