"","OVOL2","SNAIL","ZEB","miR200"
"OVOL2",1,0.00280901361741117,-0.176685542229873,-0.340997772424628
"SNAIL",0.00280901361741117,1,0.435575962480515,-0.0111988712711405
"ZEB",-0.176685542229873,0.435575962480515,1,0.037408657092987
"miR200",-0.340997772424628,-0.0111988712711405,0.037408657092987,1
